doc_id,majortopic,sim,nbPrediction
8720,20,1,18.0
19472,19,1,14.0
3202,5,1,16.0
7213,6,1,5.0
6093,18,1,2.0
28607,6,1,5.0
18152,16,1,14.0
22497,19,1,17.0
3454,6,1,10.0
19774,16,1,14.0
9187,19,1,4.0
14970,20,1,18.0
14563,12,1,10.0
5967,16,1,14.0
8957,19,1,17.0
28062,100,1,20.0
17785,16,1,0.0
18727,16,1,17.0
7658,21,1,19.0
8575,3,1,2.0
13147,13,1,5.0
1536,100,1,20.0
21527,16,1,17.0
27820,15,1,12.0
18975,100,1,20.0
12923,16,1,14.0
14545,16,1,20.0
18511,10,1,9.0
26349,100,1,20.0
2978,20,1,18.0
14338,100,1,20.0
2430,15,1,5.0
22472,16,1,17.0
30264,9,1,8.0
10941,20,1,0.0
28305,3,1,2.0
7100,20,1,18.0
19725,15,1,13.0
16315,100,1,17.0
8057,15,1,15.0
11298,19,1,17.0
3627,19,1,17.0
14660,14,1,12.0
23094,1,1,13.0
18991,12,1,10.0
28279,20,1,18.0
19784,16,1,14.0
10791,19,1,17.0
12042,9,1,8.0
3865,2,1,18.0
5785,100,1,20.0
7602,5,1,2.0
25526,2,1,14.0
9850,1,1,20.0
28819,12,1,10.0
10559,20,1,20.0
6129,3,1,2.0
27699,16,1,14.0
1254,20,1,18.0
3114,19,1,17.0
14228,13,1,18.0
10483,100,1,9.0
269,15,1,15.0
2947,100,1,20.0
24160,20,1,2.0
12130,1,1,0.0
16882,19,1,17.0
27650,16,1,20.0
28134,20,1,18.0
30679,20,1,18.0
685,12,1,1.0
8939,20,1,18.0
21539,19,1,2.0
16945,20,1,0.0
23045,20,1,18.0
18119,16,1,14.0
11830,100,1,20.0
13566,15,1,13.0
4608,100,1,18.0
26878,14,1,20.0
22685,16,1,18.0
21242,17,1,15.0
16374,100,1,20.0
3449,3,1,20.0
12208,19,1,14.0
16055,19,1,14.0
1640,10,1,9.0
5553,19,1,17.0
19835,16,1,14.0
29855,2,1,1.0
22949,10,1,1.0
29475,9,1,8.0
5942,15,1,13.0
24207,15,1,13.0
2799,19,1,20.0
11944,19,1,17.0
24262,20,1,18.0
7866,19,1,17.0
5166,20,1,18.0
11605,20,1,18.0
6376,17,1,1.0
27888,100,1,20.0
27964,100,1,20.0
29464,10,1,20.0
7170,7,1,9.0
12747,20,1,18.0
22295,16,1,17.0
28863,1,1,0.0
15333,100,1,20.0
5852,15,1,13.0
3793,17,1,5.0
8550,16,1,14.0
16065,12,1,10.0
28598,20,1,18.0
7266,20,1,20.0
22378,2,1,17.0
30109,6,1,1.0
5463,16,1,14.0
29493,1,1,9.0
5426,16,1,14.0
16588,14,1,20.0
8012,20,1,18.0
1181,20,1,18.0
2259,17,1,1.0
19607,16,1,14.0
28195,100,1,20.0
4597,3,1,2.0
23970,20,1,18.0
27779,100,1,20.0
4092,19,1,17.0
582,17,1,20.0
29760,20,1,1.0
23839,20,1,18.0
5308,100,1,18.0
1623,16,1,14.0
4122,100,1,20.0
14874,2,1,1.0
19693,16,1,14.0
9087,20,1,18.0
30019,20,1,18.0
25,3,1,2.0
12905,20,1,18.0
3291,12,1,10.0
22287,19,1,17.0
26972,19,1,10.0
1371,20,1,18.0
13126,16,1,14.0
20464,19,1,17.0
22675,19,1,14.0
17692,12,1,13.0
6214,3,1,2.0
7997,100,1,20.0
5162,2,1,18.0
30301,100,1,20.0
20260,100,1,5.0
17710,3,1,2.0
15106,14,1,2.0
7988,7,1,17.0
3284,20,1,18.0
29683,19,1,17.0
10850,6,1,5.0
23067,3,1,2.0
5714,10,1,10.0
26451,3,1,2.0
18284,20,1,18.0
21042,19,1,14.0
26354,2,1,1.0
16288,15,1,13.0
8806,19,1,16.0
3752,100,1,2.0
6036,3,1,17.0
8474,19,1,17.0
890,20,1,1.0
24073,17,1,15.0
7113,19,1,17.0
26026,5,1,4.0
3221,19,1,17.0
28968,7,1,18.0
10761,19,1,17.0
24404,16,1,14.0
18553,100,1,20.0
18289,1,1,0.0
16571,20,1,1.0
14834,20,1,18.0
17189,1,1,17.0
7024,10,1,9.0
26121,16,1,14.0
24319,16,1,14.0
22606,6,1,5.0
7955,100,1,18.0
15558,9,1,13.0
2698,1,1,0.0
3516,19,1,17.0
28505,3,1,2.0
18588,17,1,20.0
14359,19,1,14.0
29287,16,1,18.0
9265,19,1,17.0
25451,7,1,7.0
5313,100,1,20.0
20406,16,1,14.0
20169,14,1,8.0
4289,14,1,20.0
15397,16,1,14.0
22874,1,1,0.0
5118,12,1,10.0
10884,100,1,18.0
18806,16,1,14.0
22644,12,1,1.0
23107,6,1,5.0
24582,16,1,14.0
10811,19,1,17.0
4666,12,1,10.0
22371,17,1,20.0
9870,6,1,5.0
22375,16,1,14.0
9511,16,1,14.0
16322,100,1,0.0
12618,19,1,17.0
3245,6,1,5.0
10442,19,1,17.0
10042,100,1,4.0
2284,20,1,18.0
8359,100,1,15.0
10609,12,1,10.0
8624,100,1,20.0
8713,16,1,14.0
12155,19,1,17.0
27001,12,1,10.0
17068,16,1,14.0
2634,1,1,2.0
13691,16,1,14.0
28160,19,1,17.0
9068,19,1,16.0
3948,19,1,17.0
14695,16,1,14.0
26649,1,1,9.0
30386,12,1,10.0
9859,13,1,4.0
8407,15,1,15.0
5292,18,1,17.0
4282,19,1,17.0
330,19,1,17.0
25865,19,1,17.0
24911,17,1,15.0
21082,100,1,20.0
24782,20,1,18.0
25927,100,1,20.0
7976,12,1,10.0
17289,16,1,17.0
1113,16,1,14.0
11939,19,1,17.0
17780,10,1,20.0
5039,13,1,11.0
17302,16,1,14.0
4506,19,1,17.0
5975,10,1,9.0
4655,100,1,20.0
22759,15,1,13.0
16592,100,1,20.0
5925,100,1,20.0
10275,2,1,1.0
5148,20,1,18.0
2476,20,1,18.0
20061,16,1,14.0
25952,19,1,14.0
18408,19,1,17.0
5368,7,1,6.0
30145,16,1,14.0
23488,19,1,17.0
5378,7,1,19.0
2608,19,1,17.0
27129,2,1,1.0
10220,15,1,18.0
29341,16,1,18.0
27512,18,1,16.0
13434,20,1,18.0
7223,16,1,14.0
844,8,1,18.0
16468,15,1,20.0
24171,6,1,5.0
25209,19,1,17.0
4885,3,1,20.0
7607,19,1,17.0
13678,20,1,18.0
23312,3,1,2.0
2131,19,1,17.0
14143,19,1,17.0
3242,12,1,10.0
11883,17,1,18.0
4479,19,1,10.0
18966,100,1,20.0
